1,1764705	16,011236
2,4546394	16,017237
3,7328084	16,029236
5,0109773	16,055237
6,289146	16,095236
7,5673146	16,157236
8,845484	16,241238
10,1236515	16,355236
11,401821	16,499237
12,679989	16,680237
13,9581585	16,896236
15,236326	17,150236
16,514496	17,439238
17,792665	17,761236
19,070835	18,112236
20,349005	18,486237
21,627174	18,876236
22,905344	19,274237
24,183514	19,672237
25,461683	20,062237
26,739853	20,437237
28,018023	20,792236
29,296192	21,122236
30,574362	21,424236
31,852531	21,695236
33,1307	21,932236
34,408867	22,136236
35,687035	22,308237
36,965202	22,450237
38,24337	22,565237
39,521538	22,655237
40,799706	22,725237
42,077873	22,777237
43,35604	22,816236
44,63421	22,842236
45,912376	22,862236
47,190544	22,873238
48,46871	22,881237
49,74688	22,883236
51,025047	22,887238
52,303215	22,886236
53,581383	22,888237
54,85955	22,886236
56,13772	22,888237
57,415886	22,886236
58,694054	22,888237
59,97222	22,886236
61,25039	22,888237
62,528557	22,886236
63,806725	22,888237
65,08489	22,886236
66,36306	22,888237
67,64123	22,886236
68,919395	22,888237
70,19756	22,886236
71,47573	22,888237
72,7539	22,886236
74,03207	22,888237
75,310234	22,886236
76,5884	22,888237
77,86657	22,886236
79,14474	22,888237
80,422905	22,886236
81,70107	22,888237
82,97924	22,886236
84,25741	22,888237
85,535576	22,886236
86,81374	22,888237
88,09191	22,886236
89,37008	22,888237
90,64825	22,886236
91,926414	22,888237
93,20458	22,886236
94,48275	22,888237
95,76092	22,886236
97,039085	22,888237
98,31725	22,886236
99,59542	22,888237
100,87359	22,886236
102,15176	22,888237
