0,9726553	0,001
1,9453106	0,007
2,917966	0,019
3,8906212	0,045
4,8632765	0,085
5,835932	0,147
6,808587	0,237
7,7812424	0,345
8,753898	0,495
9,726553	0,67
10,699208	0,892
11,671864	1,141
12,644519	1,435
13,617174	1,752
14,589829	2,108
15,562485	2,477
16,535141	2,872
17,507797	3,265
18,480453	3,668
19,45311	4,057
20,425766	4,433
21,398422	4,789
22,371078	5,118
23,343735	5,431
24,316391	5,691
25,289047	5,939
26,261703	6,132
27,23436	6,315
28,207016	6,446
29,179672	6,574
30,152328	6,651
31,124985	6,734
32,09764	6,773
33,070297	6,825
34,042953	6,838
35,01561	6,871
35,988266	6,869
36,960922	6,89
37,93358	6,887
38,906235	6,896
39,87889	6,898
40,851547	6,897
41,824203	6,9
42,79686	6,897
43,769516	6,906
44,742172	6,897
45,71483	6,91
46,687485	6,897
47,66014	6,914
48,632797	6,897
49,605453	6,918
50,57811	6,897
51,550766	6,918
52,523422	6,897
53,49608	6,918
54,468735	6,897
55,44139	6,918
56,414047	6,901
57,386703	6,918
58,35936	6,905
59,332016	6,918
60,304672	6,925
61,27733	6,92
62,249985	6,925
63,22264	6,92
64,1953	6,925
65,16795	6,92
66,14061	6,939
67,113266	6,92
68,08592	6,943
69,05858	6,92
70,031235	6,949
71,00389	6,92
71,97655	6,953
72,9492	6,92
73,92186	6,953
74,894516	6,92
75,86717	6,953
76,83983	6,92
77,812485	6,953
78,78514	6,936
79,7578	6,961
80,73045	6,944
81,70311	6,961
82,675766	6,956
83,64842	6,961
84,62108	6,96
85,593735	6,961
86,56639	6,976
87,53905	6,961
88,5117	6,976
89,48436	6,961
90,457016	6,98
91,42967	6,961
92,40233	6,982
93,374985	6,961
94,34764	6,99
95,3203	6,961
96,29295	7,004
97,26561	6,963
98,238266	7,004
99,21092	6,963
100,18358	7,008
101,156235	6,987
102,12889	7,012
103,10155	6,991
104,0742	7,012
105,04686	6,999
106,019516	7,012
106,99217	7,019
107,96483	7,012
108,937485	7,027
109,91014	7,012
110,8828	7,039
111,85545	7,012
112,82811	7,039
113,800766	7,02
114,77342	7,039
115,74608	7,02
116,718735	7,059
117,69139	7,02
118,66405	7,063
119,6367	7,02
120,60936	7,069
121,582016	7,028
122,55467	7,073
123,52733	7,044
124,499985	7,078
125,47264	7,056
126,4453	7,083
127,41795	7,072
128,39061	7,091
129,36327	7,084
130,33592	7,091
131,30858	7,092
132,28123	7,091
133,25389	7,106
134,22655	7,095
135,1992	7,122
136,17186	7,099
137,14452	7,132
138,11717	7,099
139,08983	7,142
140,06248	7,099
141,03514	7,142
142,0078	7,099
142,98045	7,15
143,95311	7,107
144,92577	7,15
145,89842	7,117
146,87108	7,159
147,84373	7,143
148,81639	7,18
149,78905	7,167
150,7617	7,18
151,73436	7,179
152,70702	7,185
153,67967	7,179
154,65233	7,186
155,62498	7,207
156,59764	7,19
157,5703	7,215
158,54295	7,194
159,51561	7,233
160,48827	7,194
161,46092	7,243
162,43358	7,202
163,40623	7,251
164,37889	7,202
165,35155	7,253
166,3242	7,204
167,29686	7,263
168,26952	7,222
169,24217	7,279
170,21483	7,248
171,18748	7,289
172,16014	7,27
173,1328	7,293
174,10545	7,28
175,07811	7,3
176,05077	7,3
177,02342	7,303
177,99608	7,318
178,96873	7,308
179,94139	7,332
180,91405	7,32
181,8867	7,344
