32,941177	52,933582
34,270473	52,939583
35,59977	52,957584
36,92906	52,995583
38,258358	53,061584
39,587654	53,16358
40,91695	53,30958
42,246246	53,507584
43,57554	53,765583
44,904835	54,091583
46,23413	54,493584
47,563427	54,977585
48,892723	55,54558
50,222015	56,197582
51,551315	56,933582
52,880608	57,753582
54,209908	58,65658
55,5392	59,639584
56,8685	60,69858
58,197792	61,829582
59,527092	63,027584
60,856384	64,28858
62,185684	65,61058
63,514977	66,991585
64,84427	68,42958
66,17357	69,920586
67,50287	71,462585
68,83216	73,05759
70,16145	74,70758
71,49075	76,41358
72,82005	78,17458
74,149345	79,98859
75,47864	81,853584
76,80794	83,76758
78,13724	85,72658
79,46653	87,72458
80,79582	89,75058
82,12512	91,79358
83,45442	93,84258
84,783714	95,88658
86,11301	97,91658
87,44231	99,92558
88,77161	101,906586
90,1009	103,852585
91,43019	105,756584
92,75949	107,61359
94,08879	109,42058
95,41808	111,17458
96,747375	112,87258
